450 720 1076 0 0 225 14 4.1592491794682
450 720 1076 0 0 225 14 4.13095496736297
450 720 1076 0 0 225 14 4.18754339157342
450 720 1076 0 0 225 28 4.22998470973126
450 720 1076 0 0 225 28 4.24413181578388
450 720 1076 0 0 225 28 4.2724260278891
450 720 1076 0 0 225 90 4.66854499736226
450 720 1076 0 0 225 90 4.73928052762533
450 720 1076 0 0 225 90 4.76757473973055
450 720 1076 0 0 225 180 4.81001605788839
450 720 1076 0 0 225 180 4.88075158815146
450 720 1076 0 0 225 180 4.9231929063093
315 720 1076 135 0 225 14 2.9567451649961
315 720 1076 135 0 225 14 3.04162780131178
315 720 1076 135 0 225 14 2.97089227104871
315 720 1076 135 0 225 28 3.38115834657449
315 720 1076 135 0 225 28 3.42359966473233
315 720 1076 135 0 225 28 3.45189387683755
315 720 1076 135 0 225 90 4.01777811894207
315 720 1076 135 0 225 90 4.07436654315252
315 720 1076 135 0 225 90 4.08851364920513
315 720 1076 135 0 225 180 4.97978133051975
315 720 1076 135 0 225 180 4.95148711841452
315 720 1076 135 0 225 180 5.02222264867759
225 720 1076 225 0 225 14 2.06547748368149
225 720 1076 225 0 225 14 2.12206590789194
225 720 1076 225 0 225 14 2.15036011999716
225 720 1076 225 0 225 28 3.05577490736439
225 720 1076 225 0 225 28 3.14065754368007
225 720 1076 225 0 225 28 3.069922013417
225 720 1076 225 0 225 90 3.96118969473162
225 720 1076 225 0 225 90 3.947042588679
225 720 1076 225 0 225 90 3.91874837657378
225 720 1076 225 0 225 180 4.78172184578317
225 720 1076 225 0 225 180 4.73928052762533
225 720 1076 225 0 225 180 4.81001605788839
449.89 720 1076 0 0.1125 225 14 4.11680786131036
449.89 720 1076 0 0.1125 225 14 4.14510207341559
449.89 720 1076 0 0.1125 225 14 4.10266075525775
449.89 720 1076 0 0.1125 225 28 4.21583760367865
449.89 720 1076 0 0.1125 225 28 4.31486734604694
449.89 720 1076 0 0.1125 225 28 4.30072023999433
449.89 720 1076 0 0.1125 225 90 4.81001605788839
449.89 720 1076 0 0.1125 225 90 4.83831026999362
449.89 720 1076 0 0.1125 225 90 4.86660448209884
449.89 720 1076 0 0.1125 225 180 4.95148711841452
449.89 720 1076 0 0.1125 225 180 5.06466396683542
449.89 720 1076 0 0.1125 225 180 5.02222264867759
449.78 720 1076 0 0.225 225 14 3.86215995236333
449.78 720 1076 0 0.225 225 14 3.84801284631071
449.78 720 1076 0 0.225 225 14 3.89045416446855
449.78 720 1076 0 0.225 225 28 4.34316155815217
449.78 720 1076 0 0.225 225 28 4.22998470973126
449.78 720 1076 0 0.225 225 28 4.32901445209955
449.78 720 1076 0 0.225 225 90 5.06466396683542
449.78 720 1076 0 0.225 225 90 5.10710528499326
449.78 720 1076 0 0.225 225 90 5.02222264867759
449.78 720 1076 0 0.225 225 180 5.16369370920372
449.78 720 1076 0 0.225 225 180 5.20613502736155
449.78 720 1076 0 0.225 225 180 5.23442923946678
449.55 720 1076 0 0.45 225 14 3.93289548262639
449.55 720 1076 0 0.45 225 14 4.03192522499468
449.55 720 1076 0 0.45 225 14 3.98948390683684
449.55 720 1076 0 0.45 225 28 4.38560287631001
449.55 720 1076 0 0.45 225 28 4.41389708841523
449.55 720 1076 0 0.45 225 28 4.37145577025739
449.55 720 1076 0 0.45 225 90 5.16369370920372
449.55 720 1076 0 0.45 225 90 5.1495466031511
449.55 720 1076 0 0.45 225 90 5.12125239104588
449.55 720 1076 0 0.45 225 180 5.34760608788768
449.55 720 1076 0 0.45 225 180 5.33345898183507
449.55 720 1076 0 0.45 225 180 5.26272345157201
315 720 1076 134.89 0.1125 225 14 2.87186252868042
315 720 1076 134.89 0.1125 225 14 2.82942121052258
315 720 1076 134.89 0.1125 225 14 2.8435683165752
315 720 1076 134.89 0.1125 225 28 3.18309886183791
315 720 1076 134.89 0.1125 225 28 3.21139307394313
315 720 1076 134.89 0.1125 225 28 3.23968728604836
315 720 1076 134.89 0.1125 225 90 4.24413181578388
315 720 1076 134.89 0.1125 225 90 4.32901445209955
315 720 1076 134.89 0.1125 225 90 4.38560287631001
315 720 1076 134.89 0.1125 225 180 5.09295817894065
315 720 1076 134.89 0.1125 225 180 5.16369370920372
315 720 1076 134.89 0.1125 225 180 5.16369370920372
315 720 1076 134.78 0.225 225 14 2.87186252868042
315 720 1076 134.78 0.225 225 14 2.90015674078565
315 720 1076 134.78 0.225 225 14 2.94259805894349
315 720 1076 134.78 0.225 225 28 3.2821286042062
315 720 1076 134.78 0.225 225 28 3.32456992236404
315 720 1076 134.78 0.225 225 28 3.35286413446926
315 720 1076 134.78 0.225 225 90 4.45633840657307
315 720 1076 134.78 0.225 225 90 4.55536814894136
315 720 1076 134.78 0.225 225 90 4.52707393683613
315 720 1076 134.78 0.225 225 180 5.23442923946678
315 720 1076 134.78 0.225 225 180 5.29101766367723
315 720 1076 134.78 0.225 225 180 5.33345898183507
315 720 1076 134.55 0.45 211.5 14 3.21139307394313
315 720 1076 134.55 0.45 211.5 14 3.14065754368007
315 720 1076 134.55 0.45 211.5 14 3.12651043762746
315 720 1076 134.55 0.45 211.5 28 3.63580625552152
315 720 1076 134.55 0.45 211.5 28 3.64995336157413
315 720 1076 134.55 0.45 211.5 28 3.67824757367936
315 720 1076 134.55 0.45 211.5 90 4.66854499736226
315 720 1076 134.55 0.45 211.5 90 4.7109863155201
315 720 1076 134.55 0.45 211.5 90 4.73928052762533
315 720 1076 134.55 0.45 211.5 180 5.40419451209814
315 720 1076 134.55 0.45 211.5 180 5.44663583025597
315 720 1076 134.55 0.45 211.5 180 5.48907714841381
225 720 1076 224.89 0.1125 211.5 14 2.24938986236545
225 720 1076 224.89 0.1125 211.5 14 2.29183118052329
225 720 1076 224.89 0.1125 211.5 14 2.26353696841807
225 720 1076 224.89 0.1125 211.5 28 2.97089227104871
225 720 1076 224.89 0.1125 211.5 28 3.04162780131178
225 720 1076 224.89 0.1125 211.5 28 2.99918648315394
225 720 1076 224.89 0.1125 211.5 90 3.98948390683684
225 720 1076 224.89 0.1125 211.5 90 4.03192522499468
225 720 1076 224.89 0.1125 211.5 90 3.97533680078423
225 720 1076 224.89 0.1125 211.5 180 4.88075158815146
225 720 1076 224.89 0.1125 211.5 180 4.9231929063093
225 720 1076 224.89 0.1125 211.5 180 4.88075158815146
