450 720 1076 0 0 225 14 4.1592491794682 4.13095496736297 4.18754339157342
450 720 1076 0 0 225 28 4.22998470973126 4.24413181578388 4.2724260278891
450 720 1076 0 0 225 90 4.66854499736226 4.73928052762533 4.76757473973055
450 720 1076 0 0 225 180 4.81001605788839 4.88075158815146 4.9231929063093
315 720 1076 135 0 225 14 2.9567451649961 3.04162780131178 2.97089227104871
315 720 1076 135 0 225 28 3.38115834657449 3.42359966473233 3.45189387683755
315 720 1076 135 0 225 90 4.01777811894207 4.07436654315252 4.08851364920513
315 720 1076 135 0 225 180 4.97978133051975 4.95148711841452 5.02222264867759
225 720 1076 225 0 225 14 2.06547748368149 2.12206590789194 2.15036011999716
225 720 1076 225 0 225 28 3.05577490736439 3.14065754368007 3.069922013417
225 720 1076 225 0 225 90 3.96118969473162 3.947042588679 3.91874837657378
225 720 1076 225 0 225 180 4.78172184578317 4.73928052762533 4.81001605788839
449.89 720 1076 0 0.1125 225 14 4.11680786131036 4.14510207341559 4.10266075525775
449.89 720 1076 0 0.1125 225 28 4.21583760367865 4.31486734604694 4.30072023999433
449.89 720 1076 0 0.1125 225 90 4.81001605788839 4.83831026999362 4.86660448209884
449.89 720 1076 0 0.1125 225 180 4.95148711841452 5.06466396683542 5.02222264867759
449.78 720 1076 0 0.225 225 14 3.86215995236333 3.84801284631071 3.89045416446855
449.78 720 1076 0 0.225 225 28 4.34316155815217 4.22998470973126 4.32901445209955
449.78 720 1076 0 0.225 225 90 5.06466396683542 5.10710528499326 5.02222264867759
449.78 720 1076 0 0.225 225 180 5.16369370920372 5.20613502736155 5.23442923946678
449.55 720 1076 0 0.45 225 14 3.93289548262639 4.03192522499468 3.98948390683684
449.55 720 1076 0 0.45 225 28 4.38560287631001 4.41389708841523 4.37145577025739
449.55 720 1076 0 0.45 225 90 5.16369370920372 5.1495466031511 5.12125239104588
449.55 720 1076 0 0.45 225 180 5.34760608788768 5.33345898183507 5.26272345157201
315 720 1076 134.89 0.1125 225 14 2.87186252868042 2.82942121052258 2.8435683165752
315 720 1076 134.89 0.1125 225 28 3.18309886183791 3.21139307394313 3.23968728604836
315 720 1076 134.89 0.1125 225 90 4.24413181578388 4.32901445209955 4.38560287631001
315 720 1076 134.89 0.1125 225 180 5.09295817894065 5.16369370920372 5.16369370920372
315 720 1076 134.78 0.225 225 14 2.87186252868042 2.90015674078565 2.94259805894349
315 720 1076 134.78 0.225 225 28 3.2821286042062 3.32456992236404 3.35286413446926
315 720 1076 134.78 0.225 225 90 4.45633840657307 4.55536814894136 4.52707393683613
315 720 1076 134.78 0.225 225 180 5.23442923946678 5.29101766367723 5.33345898183507
315 720 1076 134.55 0.45 211.5 14 3.21139307394313 3.14065754368007 3.12651043762746
315 720 1076 134.55 0.45 211.5 28 3.63580625552152 3.64995336157413 3.67824757367936
315 720 1076 134.55 0.45 211.5 90 4.66854499736226 4.7109863155201 4.73928052762533
315 720 1076 134.55 0.45 211.5 180 5.40419451209814 5.44663583025597 5.48907714841381
225 720 1076 224.89 0.1125 211.5 14 2.24938986236545 2.29183118052329 2.26353696841807
225 720 1076 224.89 0.1125 211.5 28 2.97089227104871 3.04162780131178 2.99918648315394
225 720 1076 224.89 0.1125 211.5 90 3.98948390683684 4.03192522499468 3.97533680078423
225 720 1076 224.89 0.1125 211.5 180 4.88075158815146 4.9231929063093 4.88075158815146
225 720 1076 224.78 0.225 202.5 14 2.32012539262852 2.33427249868113 2.32012539262852
225 720 1076 224.78 0.225 202.5 28 3.11236333157484 3.16895175578529 3.12651043762746
225 720 1076 224.78 0.225 202.5 90 4.21583760367865 4.32901445209955 4.31486734604694
225 720 1076 224.78 0.225 202.5 180 5.06466396683542 5.09295817894065 5.12125239104588
225 720 1076 224.55 0.45 202.5 14 2.70209725604907 2.74453857420691 2.68795014999645
225 720 1076 224.55 0.45 202.5 28 3.3953054526271 3.42359966473233 3.38115834657449
225 720 1076 224.55 0.45 202.5 90 4.45633840657307 4.52707393683613 4.55536814894136
225 720 1076 224.55 0.45 202.5 180 5.16369370920372 5.23442923946678 5.26272345157201
520 650 1000 0 0 208 14 4.32901445209955 4.25827892183649 4.2724260278891
520 650 1000 0 0 208 28 4.73928052762533 4.78172184578317 4.76757473973055
