520 650 1000 0 0 208 90 5.06466396683542 5.12125239104588 5.09295817894065
520 650 1000 0 0 208 180 5.16369370920372 5.24857634551939 5.23442923946678
364 650 1000 156 0 208 14 3.26798149815358 3.36701124052187 3.33871702841665
364 650 1000 156 0 208 28 4.18754339157342 4.24413181578388 4.22998470973126
364 650 1000 156 0 208 90 4.89489869420407 4.95148711841452 4.97978133051975
364 650 1000 156 0 208 180 5.33345898183507 5.29101766367723 5.30516476972985
260 650 1000 260 0 208 14 2.8435683165752 2.90015674078565 2.92845095289087
260 650 1000 260 0 208 28 3.26798149815358 3.33871702841665 3.32456992236404
260 650 1000 260 0 208 90 3.98948390683684 4.01777811894207 3.96118969473162
260 650 1000 260 0 208 180 5.07881107288804 5.12125239104588 5.1495466031511
519.87 650 1000 0 0.13 208 14 4.14510207341559 4.10266075525775 4.1592491794682
519.87 650 1000 0 0.13 208 28 4.38560287631001 4.45633840657307 4.41389708841523
519.87 650 1000 0 0.13 208 90 5.06466396683542 4.97978133051975 5.02222264867759
519.87 650 1000 0 0.13 208 180 5.40419451209814 5.37590029999291 5.3617531939403
519.74 650 1000 0 0.26 208 14 3.62165914946891 3.62165914946891 3.67824757367936
519.74 650 1000 0 0.26 208 28 4.49877972473091 4.52707393683613 4.58366236104659
519.74 650 1000 0 0.26 208 90 5.3617531939403 5.37590029999291 5.44663583025597
519.74 650 1000 0 0.26 208 180 5.5881068907821 5.5881068907821 5.53151846657165
519.48 650 1000 0 0.52 208 14 3.76313020999504 3.79142442210026 3.74898310394242
519.48 650 1000 0 0.52 208 28 4.66854499736226 4.75342763367794 4.73928052762533
519.48 650 1000 0 0.52 208 90 5.20613502736155 5.26272345157201 5.23442923946678
519.48 650 1000 0 0.52 208 180 5.41834161815075 5.48907714841381 5.54566557262426
364 650 1000 155.87 0.13 208 14 3.52262940710062 3.56507072525846 3.53677651315323
364 650 1000 155.87 0.13 208 28 4.47048551262568 4.38560287631001 4.41389708841523
364 650 1000 155.87 0.13 208 90 5.02222264867759 5.07881107288804 5.00807554262497
364 650 1000 155.87 0.13 208 180 5.43248872420336 5.48907714841381 5.53151846657165
364 650 1000 155.74 0.26 208 14 3.64995336157413 3.70654178578458 3.67824757367936
364 650 1000 155.74 0.26 208 28 4.52707393683613 4.55536814894136 4.49877972473091
364 650 1000 155.74 0.26 208 90 5.26272345157201 5.22028213341417 5.20613502736155
364 650 1000 155.74 0.26 208 180 5.54566557262426 5.60225399683472 5.64469531499255
364 650 1000 155.48 0.52 208 14 3.90460127052117 3.98948390683684 3.89045416446855
364 650 1000 155.48 0.52 208 28 4.73928052762533 4.66854499736226 4.75342763367794
364 650 1000 155.48 0.52 208 90 5.50322425446643 5.51737136051904 5.53151846657165
364 650 1000 155.48 0.52 208 180 5.72957795130823 5.8003134815713 5.87104901183436
260 650 1000 259.87 0.13 208 14 2.97089227104871 2.99918648315394 3.04162780131178
260 650 1000 259.87 0.13 208 28 3.3953054526271 3.36701124052187 3.45189387683755
260 650 1000 259.87 0.13 208 90 4.06021943709991 4.10266075525775 4.18754339157342
260 650 1000 259.87 0.13 208 180 5.23442923946678 5.30516476972985 5.24857634551939
260 650 1000 259.74 0.26 208 14 3.18309886183791 3.22554017999575 3.25383439210097
260 650 1000 259.74 0.26 208 28 3.508482301048 3.59336493736368 3.53677651315323
260 650 1000 259.74 0.26 208 90 4.44219130052046 4.52707393683613 4.42804419446784
260 650 1000 259.74 0.26 208 180 5.50322425446643 5.5881068907821 5.48907714841381
260 650 1000 259.48 0.52 208 14 3.2821286042062 3.29627571025881 3.32456992236404
260 650 1000 259.48 0.52 208 28 3.76313020999504 3.73483599788981 3.67824757367936
260 650 1000 259.48 0.52 208 90 4.69683920946749 4.65439789130965 4.68269210341488
260 650 1000 259.48 0.52 208 180 5.77201926946607 5.87104901183436 5.8003134815713
